id,galaxy,position,system,planet_id
4293,4,2,91,
4294,4,3,91,
4295,4,4,91,
4296,4,5,91,
4297,4,6,91,
4298,4,7,91,
4299,4,8,91,
4300,4,9,91,
4301,4,10,91,
4302,4,0,92,
4303,4,1,92,
4304,4,2,92,
4305,4,3,92,
4306,4,4,92,
4307,4,5,92,
4308,4,6,92,
4309,4,7,92,
4310,4,8,92,
4311,4,9,92,
4312,4,10,92,
4313,4,0,93,
4314,4,1,93,
4315,4,2,93,
4316,4,3,93,
4317,4,4,93,
4318,4,5,93,
4319,4,6,93,
4320,4,7,93,
4321,4,8,93,
4322,4,9,93,
4323,4,10,93,
4324,4,0,94,
4325,4,1,94,
4326,4,2,94,
4327,4,3,94,
4328,4,4,94,
4329,4,5,94,
4330,4,6,94,
4331,4,7,94,
4332,4,8,94,
4333,4,9,94,
4334,4,10,94,
4335,4,0,95,
4336,4,1,95,
4337,4,2,95,
4338,4,3,95,
4339,4,4,95,
4340,4,5,95,
4341,4,6,95,
4342,4,7,95,
4343,4,8,95,
4344,4,9,95,
4345,4,10,95,
4346,4,0,96,
4347,4,1,96,
4348,4,2,96,
4349,4,3,96,
4350,4,4,96,
4351,4,5,96,
4352,4,6,96,
4353,4,7,96,
4354,4,8,96,
4355,4,9,96,
4356,4,10,96,
4357,4,0,97,
4358,4,1,97,
4359,4,2,97,
4360,4,3,97,
4361,4,4,97,
4362,4,5,97,
4363,4,6,97,
4364,4,7,97,
4365,4,8,97,
4366,4,9,97,
4367,4,10,97,
4368,4,0,98,
4369,4,1,98,
4370,4,2,98,
4371,4,3,98,
4372,4,4,98,
4373,4,5,98,
4374,4,6,98,
4375,4,7,98,
4376,4,8,98,
4377,4,9,98,
4378,4,10,98,
4379,4,0,99,
4380,4,1,99,
4381,4,2,99,
4382,4,3,99,
4383,4,4,99,
4384,4,5,99,
4385,4,6,99,
4386,4,7,99,
4387,4,8,99,
4388,4,9,99,
4389,4,10,99,
4390,4,0,100,
4391,4,1,100,
4392,4,2,100,
4393,4,3,100,
4394,4,4,100,
4395,4,5,100,
4396,4,6,100,
4397,4,7,100,
4398,4,8,100,
4399,4,9,100,
4400,4,10,100,
4401,5,0,1,
4402,5,1,1,
4403,5,2,1,
4404,5,3,1,
4405,5,4,1,
4406,5,5,1,
4407,5,6,1,
4408,5,7,1,
4409,5,8,1,
4410,5,9,1,
4411,5,10,1,
4412,5,0,2,
4413,5,1,2,
4414,5,2,2,
4415,5,3,2,
4416,5,4,2,
4417,5,5,2,
4418,5,6,2,
4419,5,7,2,
4420,5,8,2,
4421,5,9,2,
4422,5,10,2,
4423,5,0,3,
4424,5,1,3,
4425,5,2,3,
4426,5,3,3,
4427,5,4,3,
4428,5,5,3,
4429,5,6,3,
4430,5,7,3,
4431,5,8,3,
4432,5,9,3,
4433,5,10,3,
4434,5,0,4,
4435,5,1,4,
4436,5,2,4,
4437,5,3,4,
4438,5,4,4,
4439,5,5,4,
4440,5,6,4,
4441,5,7,4,
4442,5,8,4,
4443,5,9,4,
4444,5,10,4,
4445,5,0,5,
4446,5,1,5,
4447,5,2,5,
4448,5,3,5,
4449,5,4,5,
4450,5,5,5,
4451,5,6,5,
4452,5,7,5,
4453,5,8,5,
4454,5,9,5,
4455,5,10,5,
4456,5,0,6,
4457,5,1,6,
4458,5,2,6,
4459,5,3,6,
4460,5,4,6,
4461,5,5,6,
4462,5,6,6,
4463,5,7,6,
4464,5,8,6,
4465,5,9,6,
4466,5,10,6,
4467,5,0,7,
4468,5,1,7,
4469,5,2,7,
4470,5,3,7,
4471,5,4,7,
4472,5,5,7,
4473,5,6,7,
4474,5,7,7,
4475,5,8,7,
4476,5,9,7,
4477,5,10,7,
4478,5,0,8,
4479,5,1,8,
4480,5,2,8,
4481,5,3,8,
4482,5,4,8,
4483,5,5,8,
4484,5,6,8,
4485,5,7,8,
4486,5,8,8,
4487,5,9,8,
4488,5,10,8,
4489,5,0,9,
4490,5,1,9,
4491,5,2,9,
4492,5,3,9,
4493,5,4,9,
4494,5,5,9,
4495,5,6,9,
4496,5,7,9,
4497,5,8,9,
4498,5,9,9,
4499,5,10,9,
4500,5,0,10,
4501,5,1,10,
4502,5,2,10,
4503,5,3,10,
4504,5,4,10,
4505,5,5,10,
4506,5,6,10,
4507,5,7,10,
4508,5,8,10,
4509,5,9,10,
4510,5,10,10,
4511,5,0,11,
4512,5,1,11,
4513,5,2,11,
4514,5,3,11,
4515,5,4,11,
4516,5,5,11,
4517,5,6,11,
4518,5,7,11,
4519,5,8,11,
4520,5,9,11,
4521,5,10,11,
4522,5,0,12,
4523,5,1,12,
4524,5,2,12,
4525,5,3,12,
4526,5,4,12,
4527,5,5,12,
4528,5,6,12,
4529,5,7,12,
4530,5,8,12,
4531,5,9,12,
4532,5,10,12,
4533,5,0,13,
4534,5,1,13,
4535,5,2,13,
4536,5,3,13,
4537,5,4,13,
4538,5,5,13,
4539,5,6,13,
4540,5,7,13,
4541,5,8,13,
4542,5,9,13,
4543,5,10,13,
4544,5,0,14,
4545,5,1,14,
4546,5,2,14,
4547,5,3,14,
4548,5,4,14,
4549,5,5,14,
4550,5,6,14,
4551,5,7,14,
4552,5,8,14,
4553,5,9,14,
4554,5,10,14,
4555,5,0,15,
4556,5,1,15,
4557,5,2,15,
4558,5,3,15,
4559,5,4,15,
4560,5,5,15,
4561,5,6,15,
4562,5,7,15,
4563,5,8,15,
4564,5,9,15,
4565,5,10,15,
4566,5,0,16,
4567,5,1,16,
4568,5,2,16,
4569,5,3,16,
4570,5,4,16,
4571,5,5,16,
4572,5,6,16,
4573,5,7,16,
4574,5,8,16,
4575,5,9,16,
4576,5,10,16,
4577,5,0,17,
4578,5,1,17,
4579,5,2,17,
4580,5,3,17,
4581,5,4,17,
4582,5,5,17,
4583,5,6,17,
4584,5,7,17,
4585,5,8,17,
4586,5,9,17,
4587,5,10,17,
4588,5,0,18,
4589,5,1,18,
4590,5,2,18,
4591,5,3,18,
4592,5,4,18,
4593,5,5,18,
4594,5,6,18,
4595,5,7,18,
4596,5,8,18,
4597,5,9,18,
4598,5,10,18,
4599,5,0,19,
4600,5,1,19,
4601,5,2,19,
4602,5,3,19,
4603,5,4,19,
4604,5,5,19,
4605,5,6,19,
4606,5,7,19,
4607,5,8,19,
4608,5,9,19,
4609,5,10,19,
4610,5,0,20,
4611,5,1,20,
4612,5,2,20,
4613,5,3,20,
4614,5,4,20,
4615,5,5,20,
4616,5,6,20,
4617,5,7,20,
4618,5,8,20,
4619,5,9,20,
4620,5,10,20,
4621,5,0,21,
4622,5,1,21,
4623,5,2,21,
4624,5,3,21,
4625,5,4,21,
4626,5,5,21,
4627,5,6,21,
4628,5,7,21,
4629,5,8,21,
4630,5,9,21,
4631,5,10,21,
4632,5,0,22,
4633,5,1,22,
4634,5,2,22,
4635,5,3,22,
4636,5,4,22,
4637,5,5,22,
4638,5,6,22,
4639,5,7,22,
4640,5,8,22,
4641,5,9,22,
4642,5,10,22,
4643,5,0,23,
4644,5,1,23,
4645,5,2,23,
4646,5,3,23,
4647,5,4,23,
4648,5,5,23,
4649,5,6,23,
4650,5,7,23,
4651,5,8,23,
4652,5,9,23,
4653,5,10,23,
4654,5,0,24,
4655,5,1,24,
4656,5,2,24,
4657,5,3,24,
4658,5,4,24,
4659,5,5,24,
4660,5,6,24,
4661,5,7,24,
4662,5,8,24,
4663,5,9,24,
4664,5,10,24,
4665,5,0,25,
4666,5,1,25,
4667,5,2,25,
4668,5,3,25,
4669,5,4,25,
4670,5,5,25,
4671,5,6,25,
4672,5,7,25,
4673,5,8,25,
4674,5,9,25,
4675,5,10,25,
4676,5,0,26,
4677,5,1,26,
4678,5,2,26,
4679,5,3,26,
4680,5,4,26,
4681,5,5,26,
4682,5,6,26,
4683,5,7,26,
4684,5,8,26,
4685,5,9,26,
4686,5,10,26,
4687,5,0,27,
4688,5,1,27,
4689,5,2,27,
4690,5,3,27,
4691,5,4,27,
4692,5,5,27,
4693,5,6,27,
4694,5,7,27,
4695,5,8,27,
4696,5,9,27,
4697,5,10,27,
4698,5,0,28,
4699,5,1,28,
4700,5,2,28,
4701,5,3,28,
4702,5,4,28,
4703,5,5,28,
4704,5,6,28,
4705,5,7,28,
4706,5,8,28,
4707,5,9,28,
4708,5,10,28,
4709,5,0,29,
4710,5,1,29,
4711,5,2,29,
4712,5,3,29,
4713,5,4,29,
4714,5,5,29,
4715,5,6,29,
4716,5,7,29,
4717,5,8,29,
4718,5,9,29,
4719,5,10,29,
4720,5,0,30,
4721,5,1,30,
4722,5,2,30,
4723,5,3,30,
4724,5,4,30,
4725,5,5,30,
4726,5,6,30,
4727,5,7,30,
4728,5,8,30,
4729,5,9,30,
4730,5,10,30,
4731,5,0,31,
4732,5,1,31,
4733,5,2,31,
4734,5,3,31,
4735,5,4,31,
4736,5,5,31,
4737,5,6,31,
4738,5,7,31,
4739,5,8,31,
4740,5,9,31,
4741,5,10,31,
4742,5,0,32,
4743,5,1,32,
4744,5,2,32,
4745,5,3,32,
4746,5,4,32,
4747,5,5,32,
4748,5,6,32,
4749,5,7,32,
4750,5,8,32,
4751,5,9,32,
4752,5,10,32,
4753,5,0,33,
4754,5,1,33,
4755,5,2,33,
4756,5,3,33,
4757,5,4,33,
4758,5,5,33,
4759,5,6,33,
4760,5,7,33,
4761,5,8,33,
4762,5,9,33,
4763,5,10,33,
4764,5,0,34,
4765,5,1,34,
4766,5,2,34,
4767,5,3,34,
4768,5,4,34,
4769,5,5,34,
4770,5,6,34,
4771,5,7,34,
4772,5,8,34,
4773,5,9,34,
4774,5,10,34,
4775,5,0,35,
4776,5,1,35,
4777,5,2,35,
4778,5,3,35,
4779,5,4,35,
4780,5,5,35,
4781,5,6,35,
4782,5,7,35,
4783,5,8,35,
4784,5,9,35,
4785,5,10,35,
4786,5,0,36,
4787,5,1,36,
4788,5,2,36,
4789,5,3,36,
4790,5,4,36,
4791,5,5,36,
4792,5,6,36,
4793,5,7,36,
4794,5,8,36,
4795,5,9,36,
4796,5,10,36,
4797,5,0,37,
4798,5,1,37,
4799,5,2,37,
4800,5,3,37,
4801,5,4,37,
4802,5,5,37,
4803,5,6,37,
4804,5,7,37,
4805,5,8,37,
4806,5,9,37,
4807,5,10,37,
4808,5,0,38,
4809,5,1,38,
4810,5,2,38,
4811,5,3,38,
4812,5,4,38,
4813,5,5,38,
4814,5,6,38,
4815,5,7,38,
4816,5,8,38,
4817,5,9,38,
4818,5,10,38,
4819,5,0,39,
4820,5,1,39,
4821,5,2,39,
4822,5,3,39,
4823,5,4,39,
4824,5,5,39,
4825,5,6,39,
4826,5,7,39,
4827,5,8,39,
4828,5,9,39,
4829,5,10,39,
4830,5,0,40,
4831,5,1,40,
4832,5,2,40,
4833,5,3,40,
4834,5,4,40,
4835,5,5,40,
4836,5,6,40,
4837,5,7,40,
4838,5,8,40,
4839,5,9,40,
4840,5,10,40,
4841,5,0,41,
4842,5,1,41,
4843,5,2,41,
4844,5,3,41,
4845,5,4,41,
4846,5,5,41,
4847,5,6,41,
4848,5,7,41,
4849,5,8,41,
4850,5,9,41,
4851,5,10,41,
4852,5,0,42,
4853,5,1,42,
4854,5,2,42,
4855,5,3,42,
4856,5,4,42,
4857,5,5,42,
4858,5,6,42,
4859,5,7,42,
4860,5,8,42,
4861,5,9,42,
4862,5,10,42,
4863,5,0,43,
4864,5,1,43,
4865,5,2,43,
4866,5,3,43,
4867,5,4,43,
4868,5,5,43,
4869,5,6,43,
4870,5,7,43,
4871,5,8,43,
4872,5,9,43,
4873,5,10,43,
4874,5,0,44,
4875,5,1,44,
4876,5,2,44,
4877,5,3,44,
4878,5,4,44,
4879,5,5,44,
4880,5,6,44,
4881,5,7,44,
4882,5,8,44,
4883,5,9,44,
4884,5,10,44,
4885,5,0,45,
4886,5,1,45,
4887,5,2,45,
4888,5,3,45,
4889,5,4,45,
4890,5,5,45,
4891,5,6,45,
4892,5,7,45,
4893,5,8,45,
4894,5,9,45,
4895,5,10,45,
4896,5,0,46,
4897,5,1,46,
4898,5,2,46,
4899,5,3,46,
4900,5,4,46,
4901,5,5,46,
4902,5,6,46,
4903,5,7,46,
4904,5,8,46,
4905,5,9,46,
4906,5,10,46,
4907,5,0,47,
4908,5,1,47,
4909,5,2,47,
4910,5,3,47,
4911,5,4,47,
4912,5,5,47,
4913,5,6,47,
4914,5,7,47,
4915,5,8,47,
4916,5,9,47,
4917,5,10,47,
4918,5,0,48,
4919,5,1,48,
4920,5,2,48,
4921,5,3,48,
4922,5,4,48,
4923,5,5,48,
4924,5,6,48,
4925,5,7,48,
4926,5,8,48,
4927,5,9,48,
4928,5,10,48,
4929,5,0,49,
4930,5,1,49,
4931,5,2,49,
4932,5,3,49,
4933,5,4,49,
4934,5,5,49,
4935,5,6,49,
4936,5,7,49,
4937,5,8,49,
4938,5,9,49,
4939,5,10,49,
4940,5,0,50,
4941,5,1,50,
4942,5,2,50,
4943,5,3,50,
4944,5,4,50,
4945,5,5,50,
4946,5,6,50,
4947,5,7,50,
4948,5,8,50,
4949,5,9,50,
4950,5,10,50,
4951,5,0,51,
4952,5,1,51,
4953,5,2,51,
4954,5,3,51,
4955,5,4,51,
4956,5,5,51,
4957,5,6,51,
4958,5,7,51,
4959,5,8,51,
4960,5,9,51,
4961,5,10,51,
4962,5,0,52,
4963,5,1,52,
4964,5,2,52,
4965,5,3,52,
4966,5,4,52,
4967,5,5,52,
4968,5,6,52,
4969,5,7,52,
4970,5,8,52,
4971,5,9,52,
4972,5,10,52,
4973,5,0,53,
4974,5,1,53,
4975,5,2,53,
4976,5,3,53,
4977,5,4,53,
4978,5,5,53,
4979,5,6,53,
4980,5,7,53,
4981,5,8,53,
4982,5,9,53,
4983,5,10,53,
4984,5,0,54,
4985,5,1,54,
4986,5,2,54,
4987,5,3,54,
4988,5,4,54,
4989,5,5,54,
4990,5,6,54,
4991,5,7,54,
4992,5,8,54,
4993,5,9,54,
4994,5,10,54,
4995,5,0,55,
4996,5,1,55,
4997,5,2,55,
4998,5,3,55,
4999,5,4,55,
5000,5,5,55,
5001,5,6,55,
5002,5,7,55,
5003,5,8,55,
5004,5,9,55,
5005,5,10,55,
5006,5,0,56,
5007,5,1,56,
5008,5,2,56,
5009,5,3,56,
5010,5,4,56,
5011,5,5,56,
5012,5,6,56,
5013,5,7,56,
5014,5,8,56,
5015,5,9,56,
5016,5,10,56,
5017,5,0,57,
5018,5,1,57,
5019,5,2,57,
5020,5,3,57,
5021,5,4,57,
5022,5,5,57,
5023,5,6,57,
5024,5,7,57,
5025,5,8,57,
5026,5,9,57,
5027,5,10,57,
5028,5,0,58,
5029,5,1,58,
5030,5,2,58,
5031,5,3,58,
5032,5,4,58,
5033,5,5,58,
5034,5,6,58,
5035,5,7,58,
5036,5,8,58,
5037,5,9,58,
5038,5,10,58,
5039,5,0,59,
5040,5,1,59,
5041,5,2,59,
5042,5,3,59,
5043,5,4,59,
5044,5,5,59,
5045,5,6,59,
5046,5,7,59,
5047,5,8,59,
5048,5,9,59,
5049,5,10,59,
5050,5,0,60,
5051,5,1,60,
5052,5,2,60,
5053,5,3,60,
5054,5,4,60,
5055,5,5,60,
5056,5,6,60,
5057,5,7,60,
5058,5,8,60,
5059,5,9,60,
5060,5,10,60,
5061,5,0,61,
5062,5,1,61,
5063,5,2,61,
5064,5,3,61,
5065,5,4,61,
5066,5,5,61,
5067,5,6,61,
5068,5,7,61,
5069,5,8,61,
5070,5,9,61,
5071,5,10,61,
5072,5,0,62,
5073,5,1,62,
5074,5,2,62,
5075,5,3,62,
5076,5,4,62,
5077,5,5,62,
5078,5,6,62,
5079,5,7,62,
5080,5,8,62,
5081,5,9,62,
5082,5,10,62,
5083,5,0,63,
5084,5,1,63,
5085,5,2,63,
5086,5,3,63,
5087,5,4,63,
5088,5,5,63,
5089,5,6,63,
5090,5,7,63,
5091,5,8,63,
5092,5,9,63,
5093,5,10,63,
5094,5,0,64,
5095,5,1,64,
5096,5,2,64,
5097,5,3,64,
5098,5,4,64,
5099,5,5,64,
5100,5,6,64,
5101,5,7,64,
5102,5,8,64,
5103,5,9,64,
5104,5,10,64,
5105,5,0,65,
5106,5,1,65,
5107,5,2,65,
5108,5,3,65,
5109,5,4,65,
5110,5,5,65,
5111,5,6,65,
5112,5,7,65,
5113,5,8,65,
5114,5,9,65,
5115,5,10,65,
5116,5,0,66,
5117,5,1,66,
5118,5,2,66,
5119,5,3,66,
5120,5,4,66,
5121,5,5,66,
5122,5,6,66,
5123,5,7,66,
5124,5,8,66,
5125,5,9,66,
5126,5,10,66,
5127,5,0,67,
5128,5,1,67,
5129,5,2,67,
5130,5,3,67,
5131,5,4,67,
5132,5,5,67,
5133,5,6,67,
5134,5,7,67,
5135,5,8,67,
5136,5,9,67,
5137,5,10,67,
5138,5,0,68,
5139,5,1,68,
5140,5,2,68,
5141,5,3,68,
5142,5,4,68,
5143,5,5,68,
5144,5,6,68,
5145,5,7,68,
5146,5,8,68,
5147,5,9,68,
5148,5,10,68,
5149,5,0,69,
5150,5,1,69,
5151,5,2,69,
5152,5,3,69,
5153,5,4,69,
5154,5,5,69,
5155,5,6,69,
5156,5,7,69,
5157,5,8,69,
5158,5,9,69,
5159,5,10,69,
5160,5,0,70,
5161,5,1,70,
5162,5,2,70,
5163,5,3,70,
5164,5,4,70,
5165,5,5,70,
5166,5,6,70,
5167,5,7,70,
5168,5,8,70,
5169,5,9,70,
5170,5,10,70,
5171,5,0,71,
5172,5,1,71,
5173,5,2,71,
5174,5,3,71,
5175,5,4,71,
5176,5,5,71,
5177,5,6,71,
5178,5,7,71,
5179,5,8,71,
5180,5,9,71,
5181,5,10,71,
5182,5,0,72,
5183,5,1,72,
5184,5,2,72,
5185,5,3,72,
5186,5,4,72,
5187,5,5,72,
5188,5,6,72,
5189,5,7,72,
5190,5,8,72,
5191,5,9,72,
5192,5,10,72,
5193,5,0,73,
5194,5,1,73,
5195,5,2,73,
5196,5,3,73,
5197,5,4,73,
5198,5,5,73,
5199,5,6,73,
5200,5,7,73,
5201,5,8,73,
5202,5,9,73,
5203,5,10,73,
5204,5,0,74,
5205,5,1,74,
5206,5,2,74,
5207,5,3,74,
5208,5,4,74,
5209,5,5,74,
5210,5,6,74,
5211,5,7,74,
5212,5,8,74,
5213,5,9,74,
5214,5,10,74,
5215,5,0,75,
5216,5,1,75,
5217,5,2,75,
5218,5,3,75,
5219,5,4,75,
5220,5,5,75,
5221,5,6,75,
5222,5,7,75,
5223,5,8,75,
5224,5,9,75,
5225,5,10,75,
5226,5,0,76,
5227,5,1,76,
5228,5,2,76,
5229,5,3,76,
5230,5,4,76,
5231,5,5,76,
5232,5,6,76,
5233,5,7,76,
5234,5,8,76,
5235,5,9,76,
5236,5,10,76,
5237,5,0,77,
5238,5,1,77,
5239,5,2,77,
5240,5,3,77,
5241,5,4,77,
5242,5,5,77,
5243,5,6,77,
5244,5,7,77,
5245,5,8,77,
5246,5,9,77,
5247,5,10,77,
5248,5,0,78,
5249,5,1,78,
5250,5,2,78,
5251,5,3,78,
5252,5,4,78,
5253,5,5,78,
5254,5,6,78,
5255,5,7,78,
5256,5,8,78,
5257,5,9,78,
5258,5,10,78,
5259,5,0,79,
5260,5,1,79,
5261,5,2,79,
5262,5,3,79,
5263,5,4,79,
5264,5,5,79,
5265,5,6,79,
5266,5,7,79,
5267,5,8,79,
5268,5,9,79,
5269,5,10,79,
5270,5,0,80,
5271,5,1,80,
5272,5,2,80,
5273,5,3,80,
5274,5,4,80,
5275,5,5,80,
5276,5,6,80,
5277,5,7,80,
5278,5,8,80,
5279,5,9,80,
5280,5,10,80,
5281,5,0,81,
5282,5,1,81,
5283,5,2,81,
5284,5,3,81,
5285,5,4,81,
5286,5,5,81,
5287,5,6,81,
5288,5,7,81,
5289,5,8,81,
5290,5,9,81,
5291,5,10,81,
5292,5,0,82,
5293,5,1,82,
5294,5,2,82,
5295,5,3,82,
5296,5,4,82,
5297,5,5,82,
5298,5,6,82,
5299,5,7,82,
5300,5,8,82,
5301,5,9,82,
5302,5,10,82,
5303,5,0,83,
5304,5,1,83,
5305,5,2,83,
5306,5,3,83,
5307,5,4,83,
5308,5,5,83,
5309,5,6,83,
5310,5,7,83,
5311,5,8,83,
5312,5,9,83,
5313,5,10,83,
5314,5,0,84,
5315,5,1,84,
5316,5,2,84,
5317,5,3,84,
5318,5,4,84,
5319,5,5,84,
5320,5,6,84,
5321,5,7,84,
5322,5,8,84,
5323,5,9,84,
5324,5,10,84,
5325,5,0,85,
5326,5,1,85,
5327,5,2,85,
5328,5,3,85,
5329,5,4,85,
5330,5,5,85,
5331,5,6,85,
5332,5,7,85,
5333,5,8,85,
5334,5,9,85,
5335,5,10,85,
5336,5,0,86,
5337,5,1,86,
5338,5,2,86,
5339,5,3,86,
5340,5,4,86,
5341,5,5,86,
5342,5,6,86,
5343,5,7,86,
5344,5,8,86,
5345,5,9,86,
5346,5,10,86,
5347,5,0,87,
5348,5,1,87,
5349,5,2,87,
5350,5,3,87,
5351,5,4,87,
5352,5,5,87,
5353,5,6,87,
5354,5,7,87,
5355,5,8,87,
5356,5,9,87,
5357,5,10,87,
5358,5,0,88,
5359,5,1,88,
5360,5,2,88,
5361,5,3,88,
5362,5,4,88,
5363,5,5,88,
5364,5,6,88,
5365,5,7,88,
5366,5,8,88,
5367,5,9,88,
5368,5,10,88,
5369,5,0,89,
5370,5,1,89,
5371,5,2,89,
5372,5,3,89,
5373,5,4,89,
5374,5,5,89,
5375,5,6,89,
5376,5,7,89,
5377,5,8,89,
5378,5,9,89,
5379,5,10,89,
5380,5,0,90,
5381,5,1,90,
5382,5,2,90,
5383,5,3,90,
5384,5,4,90,
5385,5,5,90,
5386,5,6,90,
5387,5,7,90,
5388,5,8,90,
5389,5,9,90,
5390,5,10,90,
5391,5,0,91,
5392,5,1,91,
5393,5,2,91,
5394,5,3,91,
5395,5,4,91,
5396,5,5,91,
5397,5,6,91,
5398,5,7,91,
5399,5,8,91,
5400,5,9,91,
5401,5,10,91,
5402,5,0,92,
5403,5,1,92,
5404,5,2,92,
5405,5,3,92,
5406,5,4,92,
5407,5,5,92,
5408,5,6,92,
5409,5,7,92,
5410,5,8,92,
5411,5,9,92,
5412,5,10,92,
5413,5,0,93,
5414,5,1,93,
5415,5,2,93,
5416,5,3,93,
5417,5,4,93,
5418,5,5,93,
5419,5,6,93,
5420,5,7,93,
5421,5,8,93,
5422,5,9,93,
5423,5,10,93,
5424,5,0,94,
5425,5,1,94,
5426,5,2,94,
5427,5,3,94,
5428,5,4,94,
5429,5,5,94,
5430,5,6,94,
5431,5,7,94,
5432,5,8,94,
5433,5,9,94,
5434,5,10,94,
5435,5,0,95,
5436,5,1,95,
5437,5,2,95,
5438,5,3,95,
5439,5,4,95,
5440,5,5,95,
5441,5,6,95,
5442,5,7,95,
5443,5,8,95,
5444,5,9,95,
5445,5,10,95,
5446,5,0,96,
5447,5,1,96,
5448,5,2,96,
5449,5,3,96,
5450,5,4,96,
5451,5,5,96,
5452,5,6,96,
5453,5,7,96,
5454,5,8,96,
5455,5,9,96,
5456,5,10,96,
5457,5,0,97,
5458,5,1,97,
5459,5,2,97,
5460,5,3,97,
5461,5,4,97,
5462,5,5,97,
5463,5,6,97,
5464,5,7,97,
5465,5,8,97,
5466,5,9,97,
5467,5,10,97,
5468,5,0,98,
5469,5,1,98,
5470,5,2,98,
5471,5,3,98,
5472,5,4,98,
5473,5,5,98,
5474,5,6,98,
5475,5,7,98,
5476,5,8,98,
5477,5,9,98,
5478,5,10,98,
5479,5,0,99,
5480,5,1,99,
5481,5,2,99,
5482,5,3,99,
5483,5,4,99,
5484,5,5,99,
5485,5,6,99,
5486,5,7,99,
5487,5,8,99,
5488,5,9,99,
5489,5,10,99,
5490,5,0,100,
5491,5,1,100,
5492,5,2,100,
5493,5,3,100,
5494,5,4,100,
5495,5,5,100,
5496,5,6,100,
5497,5,7,100,
5498,5,8,100,
5499,5,9,100,
5500,5,10,100,
5501,6,0,1,
5502,6,1,1,
5503,6,2,1,
5504,6,3,1,
5505,6,4,1,
5506,6,5,1,
5507,6,6,1,
5508,6,7,1,
5509,6,8,1,
5510,6,9,1,
5511,6,10,1,
5512,6,0,2,
5513,6,1,2,
5514,6,2,2,
5515,6,3,2,
5516,6,4,2,
5517,6,5,2,
5518,6,6,2,
5519,6,7,2,
5520,6,8,2,
5521,6,9,2,
5522,6,10,2,
5523,6,0,3,
5524,6,1,3,
5525,6,2,3,
5526,6,3,3,
5527,6,4,3,
5528,6,5,3,
5529,6,6,3,
5530,6,7,3,
5531,6,8,3,
5532,6,9,3,
5533,6,10,3,
5534,6,0,4,
5535,6,1,4,
5536,6,2,4,
5537,6,3,4,
5538,6,4,4,
5539,6,5,4,
5540,6,6,4,
5541,6,7,4,
5542,6,8,4,
5543,6,9,4,
5544,6,10,4,
5545,6,0,5,
5546,6,1,5,
5547,6,2,5,
5548,6,3,5,
5549,6,4,5,
5550,6,5,5,
5551,6,6,5,
5552,6,7,5,
5553,6,8,5,
5554,6,9,5,
5555,6,10,5,
5556,6,0,6,
5557,6,1,6,
5558,6,2,6,
5559,6,3,6,
5560,6,4,6,
5561,6,5,6,
5562,6,6,6,
5563,6,7,6,
5564,6,8,6,
5565,6,9,6,
5566,6,10,6,
5567,6,0,7,
5568,6,1,7,
5569,6,2,7,
5570,6,3,7,
5571,6,4,7,
5572,6,5,7,
5573,6,6,7,
5574,6,7,7,
5575,6,8,7,
5576,6,9,7,
5577,6,10,7,
5578,6,0,8,
5579,6,1,8,
5580,6,2,8,
5581,6,3,8,
5582,6,4,8,
5583,6,5,8,
5584,6,6,8,
5585,6,7,8,
5586,6,8,8,
5587,6,9,8,
5588,6,10,8,
5589,6,0,9,
5590,6,1,9,
5591,6,2,9,
5592,6,3,9,
5593,6,4,9,
5594,6,5,9,
5595,6,6,9,
5596,6,7,9,
5597,6,8,9,
5598,6,9,9,
5599,6,10,9,
5600,6,0,10,
5601,6,1,10,
5602,6,2,10,
5603,6,3,10,
5604,6,4,10,
5605,6,5,10,
5606,6,6,10,
5607,6,7,10,
5608,6,8,10,
5609,6,9,10,
5610,6,10,10,
5611,6,0,11,
5612,6,1,11,
5613,6,2,11,
5614,6,3,11,
5615,6,4,11,
5616,6,5,11,
5617,6,6,11,
5618,6,7,11,
5619,6,8,11,
5620,6,9,11,
5621,6,10,11,
5622,6,0,12,
5623,6,1,12,
5624,6,2,12,
5625,6,3,12,
5626,6,4,12,
5627,6,5,12,
5628,6,6,12,
5629,6,7,12,
5630,6,8,12,
5631,6,9,12,
5632,6,10,12,
5633,6,0,13,
5634,6,1,13,
5635,6,2,13,
5636,6,3,13,
5637,6,4,13,
5638,6,5,13,
5639,6,6,13,
5640,6,7,13,
5641,6,8,13,
5642,6,9,13,
5643,6,10,13,
5644,6,0,14,
5645,6,1,14,
5646,6,2,14,
5647,6,3,14,
5648,6,4,14,
5649,6,5,14,
5650,6,6,14,
5651,6,7,14,
5652,6,8,14,
5653,6,9,14,
5654,6,10,14,
5655,6,0,15,
5656,6,1,15,
5657,6,2,15,
5658,6,3,15,
5659,6,4,15,
5660,6,5,15,
5661,6,6,15,
5662,6,7,15,
5663,6,8,15,
5664,6,9,15,
5665,6,10,15,
5666,6,0,16,
5667,6,1,16,
5668,6,2,16,
5669,6,3,16,
5670,6,4,16,
5671,6,5,16,
5672,6,6,16,
5673,6,7,16,
5674,6,8,16,
5675,6,9,16,
5676,6,10,16,
5677,6,0,17,
5678,6,1,17,
5679,6,2,17,
5680,6,3,17,
5681,6,4,17,
5682,6,5,17,
5683,6,6,17,
5684,6,7,17,
5685,6,8,17,
5686,6,9,17,
5687,6,10,17,
5688,6,0,18,
5689,6,1,18,
5690,6,2,18,
